,Job Title,Department,Age,Gender,Marital Status,Years of Service,Salary,Exited
2554,Network Engineer,Field Operations,58,Male,Married,4,313.04,0
2555,Telecom Technician,Human Resources,36,Male,Married,5,239.5,0
2556,Customer Support Agent,IT & Software,51,Male,Married,5,125.42,0
2557,Data Scientist,Billing,36,Male,Married,5,624.67,0
2558,Product Manager,Sales & Marketing,35,Male,Married,8,660.58,0
2559,Telecom Technician,Field Operations,23,Female,Married,4,377.29,0
2560,Software Developer,Field Operations,32,Male,Single,4,584.0,0
2561,Sales Executive,Customer Service,50,Female,Single,7,254.17,0
2562,Customer Support Agent,Network Operations,54,Male,Married,3,446.25,0
2563,Customer Support Agent,Human Resources,56,Female,Single,2,187.79,0
2564,Telecom Technician,Field Operations,44,Male,Single,2,290.29,0
2565,HR Specialist,Billing,53,Male,Single,2,341.17,0
2566,Billing Specialist,IT & Software,54,Male,Single,3,471.08,0
2567,HR Specialist,Human Resources,55,Female,Married,5,376.67,0
2568,Software Developer,Billing,23,Female,Married,8,276.58,0
2569,HR Specialist,Billing,58,Male,Single,8,280.0,0
2570,IT Support Engineer,Human Resources,41,Male,Married,3,157.42,0
2571,Billing Specialist,Customer Service,31,Female,Married,6,275.25,0
2572,Data Scientist,Data Analytics,33,Male,Married,3,288.79,0
2573,IT Support Engineer,Data Analytics,46,Male,Single,2,164.79,0
2574,Product Manager,Human Resources,56,Female,Married,7,189.79,0
2575,Data Scientist,Sales & Marketing,24,Male,Married,5,415.33,0
2576,Software Developer,Billing,51,Male,Married,3,329.83,0
2577,IT Support Engineer,Project Management,22,Male,Married,8,260.88,0
2578,Project Manager,Billing,43,Male,Married,7,399.58,0
2579,IT Support Engineer,Project Management,42,Female,Married,3,254.08,0
2580,Product Manager,Human Resources,33,Female,Married,5,538.08,0
2581,Data Scientist,Field Operations,57,Female,Married,4,404.29,0
2582,HR Specialist,IT & Software,24,Male,Single,2,142.17,0
2583,Billing Specialist,Sales & Marketing,32,Male,Married,7,148.79,0
2584,Billing Specialist,Billing,49,Female,Single,2,344.25,0
2585,Network Engineer,Sales & Marketing,36,Male,Single,3,389.58,0
2586,Marketing Analyst,Project Management,27,Female,Single,2,435.29,0
2587,Software Developer,Data Analytics,27,Female,Married,6,478.79,0
2588,Customer Support Agent,Sales & Marketing,31,Female,Married,5,484.67,0
2589,Customer Support Agent,Network Operations,24,Female,Married,7,305.88,0
2590,Marketing Analyst,Field Operations,24,Female,Single,3,277.63,0
2591,Customer Support Agent,Billing,47,Female,Single,8,718.08,0
2592,Telecom Technician,Project Management,56,Female,Married,8,604.17,0
2593,Product Manager,Human Resources,29,Female,Married,4,609.79,0
2594,Data Scientist,Billing,45,Male,Married,7,576.33,0
2595,Network Engineer,Billing,55,Male,Married,7,399.33,0
2596,Telecom Technician,Data Analytics,25,Male,Single,6,464.42,0
2597,Marketing Analyst,Customer Service,47,Female,Married,2,291.63,0
2598,Product Manager,Data Analytics,43,Male,Married,5,487.17,0
2599,Product Manager,IT & Software,24,Male,Married,1,210.04,0
2600,Product Manager,Human Resources,26,Female,Single,8,330.13,0
2601,IT Support Engineer,Field Operations,28,Female,Single,5,283.0,0
2602,IT Support Engineer,Human Resources,23,Female,Married,2,348.63,0
2603,Software Developer,Project Management,25,Male,Married,2,486.13,0
2604,Customer Support Agent,Sales & Marketing,37,Female,Single,3,258.38,0
2605,Customer Support Agent,Network Operations,25,Female,Married,6,283.63,0
2606,Telecom Technician,Field Operations,43,Male,Single,5,194.75,0
2607,Telecom Technician,Human Resources,25,Female,Single,8,521.04,0
2608,HR Specialist,Network Operations,54,Female,Married,2,317.04,0
2609,Data Scientist,Network Operations,50,Female,Single,5,498.08,0
2610,Billing Specialist,Field Operations,25,Female,Single,7,361.75,0
2611,Telecom Technician,Sales & Marketing,46,Male,Married,6,352.79,0
2612,Sales Executive,Human Resources,55,Male,Single,7,426.42,0
2613,Sales Executive,Project Management,48,Female,Single,4,349.92,0
2614,IT Support Engineer,Field Operations,27,Female,Married,2,344.92,0
2615,Software Developer,Project Management,35,Male,Married,6,361.54,0
2616,HR Specialist,Customer Service,44,Female,Married,3,563.75,0
2617,Sales Executive,Human Resources,41,Female,Married,4,309.29,0
2618,Project Manager,Network Operations,52,Male,Single,7,325.33,0
2619,Marketing Analyst,IT & Software,34,Female,Single,2,243.13,0
2620,HR Specialist,Data Analytics,51,Male,Single,4,342.83,0
2621,Billing Specialist,Sales & Marketing,33,Female,Single,8,236.67,0
2622,Telecom Technician,Network Operations,34,Male,Married,8,258.29,0
2623,Product Manager,Field Operations,30,Female,Single,2,156.63,0
2624,Software Developer,IT & Software,50,Male,Married,8,305.63,0
2625,Sales Executive,Sales & Marketing,40,Female,Single,5,379.54,0
2626,Billing Specialist,Sales & Marketing,55,Male,Married,8,295.08,0
2627,Marketing Analyst,Sales & Marketing,25,Female,Single,8,373.0,0
2628,Network Engineer,Network Operations,47,Female,Single,2,215.25,0
2629,Customer Support Agent,Customer Service,41,Male,Single,8,238.88,0
2630,Sales Executive,Field Operations,27,Male,Married,2,201.54,0
2631,Software Developer,Human Resources,54,Male,Married,8,388.13,0
2632,Data Scientist,Field Operations,48,Female,Married,8,523.67,0
2633,Network Engineer,Sales & Marketing,25,Female,Single,4,498.0,0
2634,Product Manager,Human Resources,39,Male,Single,4,172.0,0
2635,Network Engineer,Network Operations,46,Female,Single,2,233.88,0
2636,IT Support Engineer,Field Operations,27,Male,Single,2,140.58,0
2637,Telecom Technician,Sales & Marketing,51,Male,Single,3,141.83,0
2638,Data Scientist,Project Management,33,Male,Married,5,248.67,0
2639,Software Developer,Billing,58,Female,Single,1,465.13,0
2640,Network Engineer,Field Operations,41,Male,Single,5,555.79,0
2641,Marketing Analyst,Sales & Marketing,39,Female,Single,8,390.38,0
2642,Network Engineer,Sales & Marketing,22,Male,Single,2,402.08,0
2643,Project Manager,IT & Software,29,Male,Single,2,188.25,0
2644,Telecom Technician,Field Operations,22,Female,Single,6,296.83,0
2645,Network Engineer,Project Management,31,Male,Married,4,415.75,0
2646,Telecom Technician,Human Resources,29,Female,Single,3,163.54,0
2647,Billing Specialist,Project Management,48,Male,Married,6,397.63,0
2648,Customer Support Agent,Project Management,41,Female,Married,7,385.88,0
2649,Customer Support Agent,Data Analytics,28,Female,Single,6,426.58,0
2650,IT Support Engineer,IT & Software,52,Male,Single,8,338.42,0
2651,Telecom Technician,Billing,25,Female,Married,1,353.04,0
2652,Data Scientist,Network Operations,40,Male,Single,3,445.5,0
2653,Network Engineer,Billing,48,Female,Married,8,314.5,0
2654,Sales Executive,Sales & Marketing,23,Female,Single,4,547.25,0
2655,Sales Executive,Billing,51,Male,Married,4,474.38,0
2656,Software Developer,Sales & Marketing,52,Male,Married,6,387.13,0
2657,Project Manager,Network Operations,26,Female,Single,4,564.54,0
2658,Data Scientist,Network Operations,40,Female,Single,2,613.13,0
2659,Marketing Analyst,Field Operations,49,Male,Married,7,452.75,0
2660,HR Specialist,Billing,47,Female,Single,2,330.08,0
2661,Project Manager,Network Operations,35,Female,Single,7,166.25,0
2662,HR Specialist,Field Operations,43,Male,Married,6,384.75,0
2663,Customer Support Agent,Field Operations,28,Female,Married,8,410.17,0
2664,Network Engineer,Sales & Marketing,30,Female,Married,8,444.5,0
2665,Billing Specialist,IT & Software,45,Male,Single,1,507.13,0
2666,Network Engineer,Sales & Marketing,52,Female,Single,4,154.75,0
2667,Telecom Technician,Network Operations,48,Male,Single,7,379.54,0
2668,Project Manager,Project Management,54,Female,Single,2,280.38,0
2669,IT Support Engineer,Network Operations,58,Female,Single,2,425.08,0
2670,Project Manager,Field Operations,32,Male,Married,7,186.67,0
2671,IT Support Engineer,Field Operations,35,Female,Married,8,255.92,0
2672,Customer Support Agent,Customer Service,51,Female,Married,3,135.67,0
2673,Project Manager,Field Operations,51,Male,Married,7,405.17,0
2674,IT Support Engineer,Field Operations,55,Female,Married,7,438.29,0
2675,Data Scientist,Project Management,54,Female,Married,4,671.29,0
2676,Sales Executive,Sales & Marketing,31,Female,Single,2,276.54,0
2677,Telecom Technician,Sales & Marketing,31,Male,Married,8,459.67,0
2678,Customer Support Agent,Billing,40,Female,Single,2,179.88,0
2679,Customer Support Agent,IT & Software,30,Female,Married,8,369.33,0
2680,IT Support Engineer,Project Management,55,Male,Single,3,420.0,0
2681,HR Specialist,Data Analytics,29,Female,Married,7,207.29,0
2682,Sales Executive,Data Analytics,37,Female,Married,8,578.92,0
2683,Product Manager,Billing,25,Male,Married,8,127.63,0
2684,Customer Support Agent,Sales & Marketing,55,Male,Single,2,642.08,0
2685,HR Specialist,Data Analytics,55,Male,Married,4,146.08,0
2686,Project Manager,Network Operations,41,Female,Single,7,479.88,0
2687,Billing Specialist,Customer Service,28,Female,Single,5,311.88,0
2688,Network Engineer,Project Management,40,Female,Single,2,308.33,0
2689,Product Manager,Human Resources,23,Female,Single,8,395.17,0
2690,Data Scientist,Network Operations,25,Male,Married,2,412.33,0
2691,Software Developer,Human Resources,56,Male,Single,6,387.58,0
2692,Software Developer,Human Resources,40,Female,Married,7,322.58,0
2693,Sales Executive,Field Operations,56,Male,Married,6,204.33,0
2694,HR Specialist,Data Analytics,57,Female,Married,5,292.08,0
2695,Product Manager,Customer Service,55,Male,Married,8,254.38,0
2696,Customer Support Agent,Billing,53,Male,Single,3,727.5,0
2697,Customer Support Agent,Billing,51,Female,Married,5,436.42,0
2698,Billing Specialist,Data Analytics,23,Male,Single,4,261.83,0
2699,Software Developer,Customer Service,35,Female,Married,3,305.17,0
2700,Product Manager,Project Management,31,Female,Single,2,291.08,0
2701,Product Manager,Network Operations,29,Male,Single,2,411.88,0
2702,Software Developer,Project Management,49,Male,Single,5,144.08,0
2703,Data Scientist,Human Resources,27,Male,Single,1,378.08,0
2704,Telecom Technician,Sales & Marketing,52,Male,Married,2,429.04,0
2705,Customer Support Agent,Data Analytics,25,Female,Married,8,464.08,0
2706,HR Specialist,Data Analytics,38,Female,Single,7,384.67,0
2707,Network Engineer,Project Management,47,Male,Married,2,449.17,0
2708,Data Scientist,IT & Software,42,Female,Single,1,342.38,0
2709,Software Developer,IT & Software,30,Female,Single,7,535.83,0
2710,Sales Executive,Customer Service,44,Female,Married,3,545.33,0
2711,IT Support Engineer,Data Analytics,46,Female,Married,8,451.38,0
2712,Data Scientist,Field Operations,29,Male,Single,8,544.29,0
2713,Data Scientist,Project Management,25,Male,Married,3,428.04,0
2714,HR Specialist,Customer Service,29,Male,Single,8,378.38,0
2715,Software Developer,Customer Service,38,Male,Single,8,148.25,0
2716,Telecom Technician,Field Operations,55,Female,Married,2,315.33,0
2717,Product Manager,Network Operations,38,Female,Married,6,311.58,0
2718,Project Manager,Customer Service,34,Female,Single,6,192.79,0
2719,Customer Support Agent,Data Analytics,57,Male,Single,7,404.42,0
2720,IT Support Engineer,Human Resources,25,Male,Single,7,433.83,0
2721,IT Support Engineer,Human Resources,44,Male,Married,5,363.33,0
2722,Product Manager,Project Management,42,Male,Single,4,247.0,0
2723,Data Scientist,Field Operations,31,Male,Married,3,294.33,0
2724,Billing Specialist,Billing,52,Male,Single,4,366.58,0
2725,Customer Support Agent,Network Operations,30,Female,Married,3,396.13,0
2726,Customer Support Agent,Project Management,41,Female,Single,2,245.17,0
2727,Marketing Analyst,Network Operations,57,Female,Single,2,238.04,0
2728,Customer Support Agent,Sales & Marketing,47,Female,Married,3,221.38,0
2729,Data Scientist,IT & Software,42,Male,Single,3,460.79,0
2730,HR Specialist,Data Analytics,40,Male,Married,3,261.08,0
2731,HR Specialist,Sales & Marketing,47,Female,Married,5,266.38,0
2732,Project Manager,Project Management,56,Female,Married,2,456.42,0
2733,IT Support Engineer,Sales & Marketing,23,Male,Single,8,250.13,0
2734,Network Engineer,Field Operations,51,Female,Single,8,189.83,0
2735,Telecom Technician,Network Operations,25,Male,Married,6,371.04,0
2736,Product Manager,Human Resources,25,Male,Single,7,585.83,0
2737,Telecom Technician,Data Analytics,35,Female,Married,7,396.13,0
2738,Software Developer,IT & Software,32,Female,Single,2,489.25,0
2739,Telecom Technician,Billing,32,Male,Married,6,140.04,0
2740,Project Manager,Customer Service,31,Male,Married,7,333.04,0
2741,Project Manager,Project Management,30,Male,Married,3,501.79,0
2742,HR Specialist,Billing,46,Male,Single,4,326.5,0
2743,Customer Support Agent,Sales & Marketing,51,Female,Married,3,170.38,0
2744,Network Engineer,Billing,50,Female,Married,1,157.63,0
2745,Marketing Analyst,Human Resources,33,Female,Married,6,336.79,0
2746,Billing Specialist,Customer Service,41,Male,Married,6,325.67,0
2747,Project Manager,Human Resources,34,Male,Married,2,591.42,0
2748,Customer Support Agent,Billing,52,Female,Single,4,235.17,0
2749,HR Specialist,IT & Software,31,Male,Single,5,372.5,0
2750,Data Scientist,Human Resources,58,Female,Married,8,405.13,0
2751,Network Engineer,Sales & Marketing,55,Female,Single,4,349.54,0
2752,Marketing Analyst,Billing,22,Female,Single,5,191.33,0
2753,Project Manager,Network Operations,44,Male,Single,4,490.13,0
2754,Billing Specialist,Human Resources,49,Male,Married,1,314.5,0
2755,Product Manager,Human Resources,55,Male,Single,6,270.25,0
2756,Marketing Analyst,Project Management,45,Female,Single,6,347.38,0
2757,Telecom Technician,Billing,28,Male,Married,6,223.33,0
2758,Telecom Technician,Field Operations,43,Female,Single,6,386.0,0
2759,Software Developer,Network Operations,36,Male,Married,8,422.83,0
2760,Network Engineer,Billing,25,Female,Married,3,452.17,0
2761,IT Support Engineer,Customer Service,46,Male,Single,5,385.67,0
2762,Marketing Analyst,Field Operations,27,Female,Married,3,371.5,0
2763,Customer Support Agent,Sales & Marketing,25,Female,Single,2,357.58,0
2764,Billing Specialist,Field Operations,55,Male,Married,8,350.13,0
2765,Telecom Technician,Sales & Marketing,35,Male,Married,4,248.17,0
2766,Product Manager,IT & Software,50,Female,Married,7,254.04,0
2767,Data Scientist,Field Operations,32,Male,Single,5,372.54,0
2768,Software Developer,IT & Software,30,Male,Single,4,516.25,0
2769,Billing Specialist,Human Resources,22,Female,Married,6,332.13,0
2770,IT Support Engineer,Billing,47,Male,Single,8,157.83,0
2771,Project Manager,Field Operations,49,Female,Married,7,639.42,0
2772,Product Manager,IT & Software,29,Male,Single,8,281.54,0
2773,Product Manager,Field Operations,26,Male,Married,2,328.58,0
2774,Telecom Technician,Customer Service,25,Female,Single,3,661.5,0
2775,Customer Support Agent,Field Operations,46,Female,Married,8,315.67,0
2776,Data Scientist,Human Resources,47,Male,Married,8,325.58,0
2777,Project Manager,Billing,52,Female,Married,5,187.17,0
2778,Software Developer,Network Operations,43,Female,Married,2,316.54,0
2779,Network Engineer,Billing,51,Female,Married,3,215.0,0
2780,Network Engineer,Billing,39,Male,Married,4,531.63,0
2781,Project Manager,Billing,39,Male,Married,8,346.83,0
2782,IT Support Engineer,Data Analytics,54,Male,Married,6,338.42,0
2783,HR Specialist,Field Operations,42,Female,Single,7,465.92,0
2784,Sales Executive,IT & Software,55,Male,Single,4,524.17,0
2785,Customer Support Agent,Sales & Marketing,33,Male,Married,5,286.25,0
2786,IT Support Engineer,Billing,33,Female,Married,2,350.04,0
2787,Marketing Analyst,Data Analytics,41,Female,Married,3,339.13,0
2788,Telecom Technician,Field Operations,52,Female,Single,7,646.79,0
2789,Project Manager,Network Operations,43,Male,Single,8,453.83,0
2790,HR Specialist,Customer Service,38,Male,Single,4,196.88,0
2791,Product Manager,Customer Service,47,Female,Married,5,443.54,0
2792,HR Specialist,Data Analytics,44,Male,Single,2,322.13,0
2793,Project Manager,Project Management,57,Male,Married,4,128.25,0
2794,HR Specialist,Customer Service,54,Female,Single,7,392.25,0
2795,HR Specialist,IT & Software,31,Male,Single,4,273.5,0
2796,Data Scientist,Network Operations,36,Female,Single,4,214.29,0
2797,Project Manager,IT & Software,39,Male,Single,7,184.92,0
2798,Sales Executive,Sales & Marketing,25,Female,Married,3,356.38,0
2799,Data Scientist,Billing,32,Male,Married,8,188.08,0
2800,Project Manager,Billing,30,Female,Single,8,349.5,0
2801,Marketing Analyst,Data Analytics,53,Male,Single,6,432.63,0
2802,Telecom Technician,Customer Service,25,Female,Single,3,403.04,0
2803,Network Engineer,Network Operations,23,Male,Single,8,677.0,0
2804,Sales Executive,Network Operations,41,Male,Married,1,494.0,0
2805,Product Manager,Data Analytics,45,Female,Single,7,585.83,0
2806,Network Engineer,Billing,23,Male,Single,6,439.25,0
2807,Software Developer,Sales & Marketing,50,Male,Single,5,391.29,0
